Sentence,Offensive,Split
&#9733;@USER GRAND OPENING ! &#9733;@USER TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ URL,0,0
&amp; thots are wearing Uggs RT @USER #ItsFallBecause negros are pulling out their Timbs,0,0
&lt;&lt;&lt;when it's yellow outside,0,0
&lt;-- nudes are trash,0,0
'2' good: Jeter hero for Yankees in send-off URL via @USER,0,0
"'Eff it, let's go after the cripple&#8217;: You have to see Wendy Davis' new attack ad [video] URL",0,0
"'Forget to salute,' trash the other guy for the 'bad war' (during Cairo II), sympathize w/ 'Pockistan,' gays hurting morale. Thanks King!",0,0
"'Scandal' sex scene airs on ABC right after 'It's the Great Pumpkin, Charlie Brown,' making parents angry URL",0,0
(U-turns on yellow) &#161;NO ACEPTAR ESTE LUZ ROJO! (&#9835; Lights taking too long make me bilingual &#9835;),0,0
(con't) Also provide colored stickers to place on the nametags so that members can indicate their preferred pronouns.,0,0
(via @USER Charlie Angus is sending &#8220;Made in China&#8221; Canadian flag pins back to Conservatives &#8211; URL,0,0
*Searches my yellow pages app for the nearest Jack In The Box*,0,0
*after BO1 RT @USER @USER Bruh lol I retired after mw2 because everything was trash afterwards.,0,0
"*chops* RT @USER *does bird call, flaps hands*",0,0
*rubs hands like bird man,0,0
*squak squak squak squak*Me: bird shut up!!!*squak*Alex: that was an act of defiance @USER,0,0
*waits for Fanduel to hit me with the jig*,0,0
-Can I help you?-Maybe. You gotta card for &#8220;Sorry that tranny died in your motel room; now your wife knows. Here&#8217;s an Applebees gift card&#8221;?,0,0
".@USER @USER Yes indeed! Camels, ostriches and zebras! Sept. 5-7 URL #VCCamelRaces",0,0
.@USER loves Austin: URL Webber such a boon for @USER #6HCOTA,0,0
.@USER is running around town delivering food to people. If he takes out the trash too he is the perfect boyfriend.,0,0
.@USER Could you just play 2 minutes of the Charlie Brown wah wah wah adult sound effect instead?,0,0
.@USER doesn&#8217;t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good?,0,0
.@USER [street birds]: Homeless People Twittering in Amsterdam URL via @USER,0,0
.@USER @USER @USER Try visiting @USER at night for a real spook!,0,0
".@USER Thank you, Dawn. I see our state bird graces your avatar...",0,0
.@USER Klain's real (sole) job is to dampen down the mushrooming bad PR and political fallout heading into Nov election.,0,0
.@USER could be wearing a trash bag and she'd still be the stylish and coolest human I know,0,0
.@USER Al Qaeda's market share is dropping faster than Viacom &amp; Enron in the Jihadi stock market,0,0
"1) RT @USER @USER @USER no I'm not crossed eyed, I'm albino. Can't control that",0,0
1-100000 You are a semi-evolved monkey that is desperately searching for validation and meaning in life. BBQd you'd be ok with mango salsa.,0,0
1-800-slap-a-hoe,0,0
"10 RT @USER 1.5 RT @USER On average, 2. But I can be an 8 when need be. @USER On a scale of 1-10 how ghetto are u?",0,0
12 oz arizona's trash,0,0
1300 for the eggs sunny side nicca .. @USER,0,0
1996 and 1999 World Series Rematch: #Yankees #Braves,0,0
1X - The yellow tower by Gilbert Claes URL,0,0
2 #iubb games when im in #bloomington #btown how good is that?! #ncaa #basketball #college #Indiana #iu #hoosiers,0,0
2 adult human skulls found in trash URL,0,0
22 talented drivers RT @USER I am really glad there haven't been any yellows. But why haven't there been any yellows??,0,0
30 mins for @USER n @USER to pick out a trash can @ meijer....now do u guys understand why I took 3 shots before this trip,0,0
4&#8419;2&#8419;0&#8419;moke up,0,0
"5 bags of chips, 3 Rice Krispies, 3 seeds, 3 gummies, a pop tart, some crackers, 3 powerades, and a water yuhhh I'm good lol",0,0
5:40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!,0,0
5SOS is trash,0,0
5am: Whizzing crackers! My cats got into the @USER &amp; are now playing 'hockey' with them. Lol.#crazycats URL,0,0
85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? URL,0,0
85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? URL,0,0
"93 feature car1 of 1503 yellow and black feature car. buck tag is on the radiator support. 67,3xx miles,... URL",0,0
99 percent of the trash we dump in the sea is missing. This is not a good thing &#8594; URL URL,0,0
":) @USER At some point, we need to discuss how delicious the vegan brownie from @USER on u St. tastes!",0,0
@USER hick yes,0,0
"@USER Charlie Sheen could coach better than Crusty Dusty. Yeah they hired Bryan Price, the pitching coach",0,0
@USER Hard to QA? Time is also a pain to mock out in unit tests...,0,0
"@USER #BlessJesus Yes,#Felt..and touched the soles of the humanity with stains and impressions that only leaves its reflections.",0,0
@USER #BooksOfGodWidom Proverbs 1:26 I also will laugh at your calamity; I will mock when your fear cometh;,0,0
@USER #HolySpirit God still share HIS #Secrets Amos 3:7 blessings #Jesus,0,0
@USER #Jesus Genesis 2:19 Out of the ground the LORD God formed every beast of the field and every #bird of the sky #Initiating,0,0
@USER maybe not but you crow about obama and democrats so you are a mawbar....Might as well be a Republican.,0,0
"@USER &amp; what we do with our foolish proud selves? Roll our eyes, pretend that we dont see, mock or laff at them, arrogant attitudes",0,0
@USER I wonder what Charlie Brown would have to say about these days.,0,0
@USER She looks like a plastic monkey doll!,0,0
@USER reminds me of Oreos lmao,0,0
@USER its time. amend 14th amendment it was written to protect newly freed ex slaves. Its lived its purpose. time to end anchor baby loophole,0,0
@USER I laugh Oreos and lady gaga on a Sunday day,0,0
@USER @USER yeah I run over squirrels and coons,0,0
@USER Just watched the Llewyn Davis doc. Warm fuzzies abound &#9786;&#65039;,0,0
@USER Have heard hillbilly grousings that bugs much worse in the KV since MIC shut down.,0,0
@USER that's not ghetto. That's sweet and a movie quote. Try again,0,0
@USER you're not ghetto tho. You can live in the hood and not be ghetto #facts,0,0
@USER I like my gross yellow heat lamps. Why?,0,0
@USER @USER clams to be a comedy writer. #untrue,0,0
@USER @USER I may have just cried a tad #illmissu shiner,0,0
@USER &#9757;&#65039;no ghetto names &#128581;,0,0
"@USER Big congrats to all! I expect him to be blogging on rube chat in a few days! Now get some sleep, you will need it!",0,0
"@USER @USER Please stay safe you guys! I love you so much, I hoe to one day meet you guys! happy Halloween :)",0,0
"@USER I like them dark, light, Carmel, white, red, tan, yellow, blue, purple, green. It doesnt matter what color they are",0,0
@USER just remember to keep the skirt dark colored. It camouflages all that pan dimensional gore,0,0
@USER don't feel like reading right now I wanna give a sexy coolie girl some lyrics via text message ;-),0,0
@USER why? You wanna gimme a baby? You look coolie....it might could work lol,0,0
@USER I'm the trash,0,0
@USER Congrats Amos! :),0,0
"@USER That's a nice color combo too, love the blue and yellow.",0,0
@USER the distant chugs at the end of Dried Up... remain to be some of the most perfectly heavy guitars ever recorded.,0,0
"@USER Genius, the politically correct term would be intellectually disabled. It's highly offensive to use the word retarded.",0,0
@USER lucky monkey,0,0
@USER @USER Hey Antony you speaks colored good,0,0
"@USER Enjoy it,I'm happy for you,but I hate the Yankees,and yes the Sox did choke",0,0
@USER Well you got to see pom-pom Pete,0,0
@USER everybody mocks Obama .Hes an embarrassment to the USA.,0,0
@USER Jeff Luhnow is to blame for the Astros not blowing out the Red Sox and Yankees -HC,0,0
@USER @USER @USER It's a mutation. Genealogy is convoluted. Basically the zebra gene currieries are slaughtered=Extinction,0,0
@USER either way both schools are trash &#128521;,0,0
@USER Johnny football is trash man. Trash. Lol.,0,0
@USER I miss you!!! *Eating as we speak* I miss you red bone and that cooking &#128553;&#128553;&#128553;&#128525;&#128525;&#128525;&#128542;!!,0,0
@USER @USER Time for Ranger scouts to head out and watch some Yankee prospects. #rangers,0,0
@USER for two year old Oreos?-_-,0,0
@USER Biden was a winner last night? Yea right like Charlie Sheen Really was a a winner too.... #winning lol,0,0
"@USER l voted and supported u and u pulled the rug out from under us, a nation and worse, cuz were not in your circle were trash.",0,0
@USER whoever made this twitter doesnt like the Lakers... they r making a comeback but this accnt still continues to trash talk em,0,0
@USER @USER I am one proud hillbilly.,0,0
@USER @USER cat gonna scratch all up on dat colored boy and he gonna end up in da chow mein,0,0
"@USER alas, I am proficient in neither. my skills are limited to pointless stat memorization + trash talk.",0,0
@USER @USER @USER She's just another straight-up conscienceless liar. Soulless criminal trash.,0,0
@USER deserved victory! #Elite8 awaits your #Orange army. #Sweet16 was no disgrace #collegehoops ill be back next time #hoosiers,0,0
@USER happy birthday you dirty little bird &#128520; tear it up &#127867;&#127881;&#127880;,0,0
@USER Or as I like to put it 'looking through race colored glasses' @USER,0,0
@USER @USER copy my tweet again you ginzo,0,0
@USER Dare be only one bag dat folks be suckin on what I comes to yo partayyyy! All da ofay be wantin to ride in my eldorato,0,0
@USER @USER well that's some cracker jack secret service work there. jfk anyone?,0,0
@USER @USER Historical point: cracker was a term for the Irish settling in the woods of the mid-Atlantic. Hardly offensive.,0,0
@USER bandana Orian. They called me trailer trash for wearing my lil country getup &#128545;,0,0
@USER @USER chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after,0,0
@USER thanks Hun! Haha,0,0
"@USER He promised to stand with the muzzies, so...",0,0
@USER I have never once in my life been to a 'coffee shop' like Starbucks. I am a hick though.,0,0
@USER pearl jam: yellow Ledbetter&gt;,0,0
@USER There's a reason why the Yankees don't want Anderson any longer.,0,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER I've had shots go off where yellow smoke,0,0
@USER they trash,0,0
@USER That's ghetto for super duper! It's the current generations best complement.,0,0
"@USER I realized it's the one on Link's Awakening too, so you killed two birds with one stone. Unless you're getting the Wind Fish too.",0,0
@USER @USER Well...how about those Yankees this year? What a run. #wtfiswrongwithnebraska,0,0
@USER my trick is I wait for the bird to get close to the pipe and then tap the screen! So you never hit your head.,0,0
"@USER @USER ja moest van plisie niet meteen wild gaan denken.Juistja,willen wel meer mensen mij vertellen hoe k moet denken",0,0
"@USER ATL, BVB, SWS, PTV, THE RELAPSE SYMPHONY, SET IT OFF, FAREWELL, MY LOVE, MAYDAY PARADE, FOB, PARAMORE, etc",0,0
@USER @USER we gunna laff at Chava/Rubio beaner supporters in a min,0,0
@USER @USER @USER the kikes want to charge you &#128175; dollaz for the complete version URL,0,0
@USER Huh.....last 10 games..Tampa 8-2/Balt 7-3/Yanks 6-4...and they lost their best pitcher. Please explain your logic.,0,0
@USER Sounds like they are holding back info.......Yankee shill,0,0
@USER @USER @USER That game winning hit in Thursday capped a great career. The guy is a 1st ballot HOF. Or else.,0,0
@USER @USER @USER Eating a roasted potato and smiling till my cheeks are sore; the crow SFX in this Cape Crisis are super-great,0,0
@USER @USER tx trash you know trouble w ACA is in GOP gov states but like @USER @USER you report lies anyway,0,0
@USER @USER @USER tx trash your show was a disgrace this AM engaging w @USER disrespecting the President,0,0
@USER @USER racist @USER tx trash enjoy your high along with gop win a substitute for racist @USER loss!,0,0
@USER @USER there isn't a green one either. There's red and yellow in that pic...,0,0
"@USER no , a pop wop &#128514;",0,0
@USER pop wop and drop it tho,0,0
@USER we in this bitch finna get crunk eyebrows on double PAPP &#128165;&#128165;,0,0
@USER That's where I saw the leprechaun. He told me to burn things.,0,0
"@USER @USER &amp; als je over Syrie tweet, volg @USER maar, zij komt er vandaan &amp; zal je precies uitleggen hoe of wat.",0,0
@USER PS3 and case is still in the trash can. idgaf anymore,0,0
@USER @USER that would cripple our military :),0,0
@USER I didn't think you knew of a bird that couldn't be tamed. #cajuncharm,0,0
@USER Oh no! Sorry Hun. That sucks. Hope you heal fast. &#128533;#dancerproblems,0,0
@USER no it's yellow fin. It's in edgewater,0,0
@USER yellow fin,0,0
@USER eURL her nips are DEF more perfect than that,0,0
@USER really? @USER @USER @USER are my nudes trash?,0,0
@USER naw Bryan said it was trash hotel so we're staying somewhere else,0,0
"@USER oh i am.. She cool though, might off her a brownie lol",0,0
@USER @USER @USER @USER @USER @USER Hi Charlie,0,0
"@USER Hi Charlie, have a great day",0,0
"@USER Come on Charlie! OUR GOVERNMENT WAS JUST TRYING TO PROTECT THE DESERT TORTOISE! Atleast, that's what Barack Obama Says...",0,0
@USER @USER ima get this so every time I throw trash away its where it really belongs URL,0,0
@USER if McCoy wasn't trash that's a TD,0,0
@USER chink thats better then having the rug rats running around yah crib girl enjoy life lol,0,0
@USER gun sales have skyrocketed. Gun crime has fallen sharply.Any claim to the contrary is using fuzzy math.,0,0
@USER @USER #askim5 would you rather drink squirrel pee or Johnny Depp's wig in Charlie and the Chocolate Factory?,0,0
"@USER she wasn't saying she did, but yes me and Kannon have both been in the ghetto and know what it's like so u look dumb.",0,0
@USER the new nip dropped today rii?,0,0
@USER Penske runs the 22 in NASCAR. It's yellow. There's a sponsor already there. #WouldMakeALottaSense,0,0
"@USER his defense is trash, and he's been rocked by Jesus Soto Karass, and Diego Chaves.",0,0
@USER Waco is ghetto hahaha. Wait til we go pick up nat in Austin tomorrow,0,0
@USER I didn't know #whitetears were blue and yellow! #lessonoftheday,0,0
@USER dat is one ugly animal but da monkey is adorable.,0,0
@USER I miss Tupac rap offs hillbilly,0,0
@USER look at you with yellow fever.,0,0
@USER I run CP in our community. Local cops treat ppl like trash for that. I hate it. Makes ppl think its a waste,0,0
@USER why are you showing Yankees game in arizona when you promo Washington huskies game? I bet @USER would want my business,0,0
@USER @USER he wasn't training gook boy doe,0,0
@USER you're from a trash can,0,0
@USER It's idiotic opinions like this that make polls less than trash. Polls weren't a problem when people with integrity were voting.,0,0
@USER @USER he's still a pogue though,0,0
"@USER online soon? I didn't have enough to get it after my Anathema merch. It's a cracker, I need it. Can u.....",0,0
@USER It's showing Fairy blocked me @USER @USER @USER @USER @USER @USER,0,0
"@USER @USER @USER @USER Rather than believe that there was a man who was the very definition of good, u mock it.",0,0
@USER the giants are trash...their time is over.,0,0
"@USER Well, dirty bird could be just a middle finger, since it's the phallic giving the bird. Not necessarily a wobble-wibbler.",0,0
@USER Kendrick is not better than papoose or drake,0,0
@USER mixtape sell sole got some bangers!,0,0
@USER Can't even spell right. You have the brain of an ape,0,0
@USER RT @USER McRib buns contain a chemical azodicarbonamide which is also used to make yoga mats &amp; soles of shoes,0,0
@USER ironic that he's a trashcan because he holds trash everytime you two cuddle! Burn.,0,0
@USER I'll show up and chug a beer or 8,0,0
